classification,report_date,termination_date,termination_speed,status,recall_reason,recall_category,manufacturer_name,product_type,route,notification_type
Class III,2020-03-25,2021-02-16,365,Terminated,FAILED TABLET,Uncategorized,Strides Pharma Science Limited, PRESCRIPTION DRUG,ORAL,Letter
Class III,2021-12-01,2022-10-12,352,Terminated,DISCOLORATION,Uncategorized,Unichem Pharmaceuticals (USA), PRESCRIPTION DRUG,ORAL,nan
Class II,2022-04-06,,,Ongoing,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,"[""Dr.Reddys Laboratories Ltd.""]", PRESCRIPTION DRUG,ORAL,Letter
Class II,2022-08-03,2023-12-06,511,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,Dr.Reddys Laboratories , PRESCRIPTION DRUG,ORAL,Letter
Class III,2012-06-27,2013-04-23,365,Terminated,CONTRACEPTIVE TABLETS OUT OF SEQUENCE,Uncategorized,Teva Pharmaceuticals USA, PRESCRIPTION DRUG,nan,Letter
Class III,2012-08-22,2017-07-24,1848,Terminated,FAILED PH SPECIFICATION,Uncategorized,Hospira, PRESCRIPTION DRUG,INTRAVENOUS,Letter
Class II,2013-09-18,2013-09-16,24,Terminated,GLUTATHIONE 100 MG,Uncategorized,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2014-02-05,2014-07-25,191,Terminated,FAILED TABLET,Uncategorized,nan,nan,nan,Letter
Class II,2014-04-30,2015-05-01,448,Terminated,DEFECTIVE CONTAINER,Uncategorized,STRATEGIC SOURCING SERVICES, OTC DRUG,ORAL,Letter
Class II,2014-10-15,2017-04-17,948,Terminated,TEMPERATURE ABUSE,Uncategorized,Mylan Institutional , PRESCRIPTION DRUG,INTRAVENOUS,Telephone
Class III,2016-04-13,2017-04-12,377,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,nan,nan,nan,Letter
Class II,2016-12-28,2017-06-01,225,Terminated,FAILED TABLET,Uncategorized,nan,nan,nan,Telephone
Class III,2017-02-15,2020-07-29,1321,Terminated,DISCOLORATION,Uncategorized,Eugia US , PRESCRIPTION DRUG,INTRAVENOUS,Letter
Class II,2018-08-15,2022-09-09,1508,Terminated,DEFECTIVE CONTAINER,Uncategorized,nan,nan,nan,Letter
Class III,2019-02-27,2019-12-17,301,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,nan,nan,nan,Letter
Class I,2020-04-15,2022-08-23,883,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,nan,nan,nan,Letter
Class II,2023-07-26,,,Ongoing,FAILED DISSOLUTION SPECIFICATION,Uncategorized,"[""Dr. Reddys Laboratories Limited""]", PRESCRIPTION DRUG,ORAL,nan
Class II,2014-11-05,2015-05-11,222,Terminated,DEFECTIVE CONTAINER,Uncategorized,Gilead Sciences, PRESCRIPTION DRUG,ORAL,Letter
Class II,2015-05-20,2017-12-27,1016,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,nan,nan,nan,Letter
Class III,2015-08-12,2016-04-14,265,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,Prasco Laboratories, PRESCRIPTION DRUG,ORAL,Letter
Class II,2019-03-13,2020-02-26,372,Terminated,INCORRECT PRODUCT FORMULATION,Uncategorized,nan,nan,nan,Telephone
Class II,2019-08-21,2021-08-04,742,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,Alvogen ., PRESCRIPTION DRUG,ORAL,Letter
Class III,2021-06-16,2021-09-17,142,Terminated,TEMPERATURE ABUSE,Uncategorized,Fresenius Medical Care North America, PRESCRIPTION DRUG,INTRAPERITONEAL,Letter
Class I,2023-07-19,,,Ongoing,DEFECTIVE CONTAINER,Uncategorized,Cipla USA ., PRESCRIPTION DRUG,RESPIRATORY (INHALATION),Letter
Class II,2015-05-20,2015-12-04,227,Terminated,FAILED DISSOLUTION SPECIFICATION,Uncategorized,Alvogen ., PRESCRIPTION DRUG,ORAL,Letter
Class III,2015-07-29,2017-05-15,672,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,nan,nan,nan,Letter
Class II,2018-02-14,2018-12-12,316,Terminated,DEFECTIVE CONTAINER,Uncategorized,nan,nan,nan,Letter
Class III,2018-02-21,2019-03-11,399,Terminated,SUN PHARMACEUTICAL IS RECALLING AZELASTINE HCL NASAL SOLUTION,Uncategorized,Sun Pharmaceutical Industries, PRESCRIPTION DRUG,NASAL,Letter
Class II,2018-10-03,2021-11-05,1173,Terminated,DISCOLORATION,Uncategorized,Camber Pharmaceuticals, PRESCRIPTION DRUG,ORAL,Letter
Class III,2022-07-13,,,Ongoing,DEFECTIVE CONTAINER,Uncategorized,Glenmark Pharmaceuticals ., PRESCRIPTION DRUG,TOPICAL,Letter
Class III,2013-12-18,2014-05-29,204,Terminated,FAILED MOISTURE LIMIT,Uncategorized,Eon Labs, PRESCRIPTION DRUG,ORAL,Letter
Class II,2017-02-22,2017-08-02,225,Terminated,FAILED TABLET,Uncategorized,Accord Healthcare ., PRESCRIPTION DRUG,ORAL,Letter
Class II,2017-05-31,2017-07-12,385,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,nan,nan,nan,E-Mail
Class II,2020-03-11,2020-10-06,229,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,Actavis Pharma, PRESCRIPTION DRUG,ORAL,Letter
Class II,2020-03-18,2022-03-31,766,Terminated,LACK OF PROCESSING CONTROLS,Uncategorized,nan,nan,nan,Telephone
Class II,2022-02-09,2022-12-21,345,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,Teva Pharmaceuticals USA, PRESCRIPTION DRUG,ORAL,Letter
Class III,2022-05-11,2023-09-28,531,Terminated,FAILED VISCOSITY SPECIFICATION,Uncategorized,Akorn, PRESCRIPTION DRUG,"ORAL', 'TOPICAL",Letter
Class II,2023-05-31,,,Ongoing,SUB,Uncategorized,nan,nan,nan,Letter
Class II,2013-02-13,2014-07-30,589,Terminated,FAILED DISSOLUTION SPECIFICATION,Uncategorized,Actavis Pharma, PRESCRIPTION DRUG,ORAL,E-Mail
Class III,2014-01-01,2014-08-27,266,Terminated,DEFECTIVE DELIVERY SYSTEM,Uncategorized,nan,nan,nan,Letter
Class II,2014-07-09,2015-05-22,367,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,nan,nan,nan,Letter
Class II,2016-02-03,2017-01-11,359,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,nan,nan,nan,Letter
Class II,2017-02-01,2017-12-18,361,Terminated,FAILED TABLET,Uncategorized,West-Ward Pharmaceuticals Corp., PRESCRIPTION DRUG,ORAL,Letter
Class II,2018-04-25,2020-01-24,655,Terminated,DEFECTIVE DELIVERY SYSTEM,Uncategorized,Noven Therapeutics, PRESCRIPTION DRUG,TRANSDERMAL,Letter
Class III,2020-10-28,2022-05-19,590,Terminated,DEFECTIVE CONTAINER,Uncategorized,Sandoz ., PRESCRIPTION DRUG,RESPIRATORY (INHALATION),Letter
Class II,2023-02-01,,,Ongoing,SHORT FILL,Uncategorized,Nephron SC, OTC DRUG,RESPIRATORY (INHALATION),Letter
Class II,2023-07-12,,,Completed,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,nan,nan,nan,Letter
Class II,2014-05-07,2015-02-24,341,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2014-09-03,2014-12-22,293,Terminated,CUSTOMER COMPLAINTS FOR FAILURE TO DELIVER THE DOSE.,Uncategorized,Alkermes, PRESCRIPTION DRUG,nan,Letter
Class II,2014-10-22,2015-02-20,142,Terminated,CRYSTALLIZATION,Uncategorized,nan,nan,nan,Telephone
Class I,2015-04-15,2015-11-25,323,Terminated,NON,Uncategorized,nan,nan,nan,E-Mail
Class II,2020-06-10,2021-05-25,368,Terminated,SOME BOTTLES MAY CONTAIN MIXED STRENGTHS OF THE PRODUCT.,Uncategorized,Teva Pharmaceuticals USA, PRESCRIPTION DRUG,ORAL,Letter
Class II,2020-12-09,2023-02-19,823,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,Major Pharmaceuticals, PRESCRIPTION DRUG,ORAL,Letter
Class III,2023-09-06,,,Ongoing,DEFECTIVE CONTAINER,Uncategorized,Glasshouse Pharmaceuticals Limited Canada, PRESCRIPTION DRUG,TOPICAL,Letter
Class III,2023-12-13,,,Ongoing,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,Sun Pharmaceutical Industries, PRESCRIPTION DRUG,ORAL,Letter
Class III,2015-09-23,2017-05-10,652,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,nan,nan,nan,Letter
Class II,2016-06-15,2017-05-02,370,Terminated,DEFECTIVE DELIVERY SYSTEM,Uncategorized,Novo Nordisk, PRESCRIPTION DRUG,SUBCUTANEOUS,Letter
Class II,2017-02-22,2018-03-13,407,Terminated,FAILED DISSOLUTION SPECIFICATIONS. ABOVE OUT OF SPECIFICATION FOR DISSOLUTION RATE OBSERVED AT THE 10 HOUR TESTING POINT.,Uncategorized,Actavis Pharma, PRESCRIPTION DRUG,ORAL,Letter
Class II,2017-10-04,2018-01-03,134,Terminated,CRYSTALLIZATION,Uncategorized,nan,nan,nan,Letter
Class II,2020-12-09,2022-07-22,612,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,nan,nan,nan,Letter
Class II,2014-07-16,2014-10-24,210,Terminated,DEFECTIVE DELIVERY SYSTEM,Uncategorized,nan,nan,nan,Letter
Class II,2014-11-12,2015-05-06,222,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2017-02-22,2019-03-19,817,Terminated,FAILED TABLET,Uncategorized,Aurobindo Pharma Limited, PRESCRIPTION DRUG,ORAL,Letter
Class III,2022-04-06,,,Ongoing,FAILED CONTENT UNIFORMITY SPECIFICATIONS,Uncategorized,Taro Pharmaceuticals U.S.A., PRESCRIPTION DRUG,TOPICAL,Letter
Class II,2022-07-13,2023-02-16,251,Terminated,LACK OF PROCESSING CONTROLS,Uncategorized,nan,nan,nan,nan
Class II,2012-10-17,2013-11-12,405,Terminated,PADDOCK LABORATORIES,Uncategorized,nan,nan,nan,Letter
Class III,2015-07-15,2017-12-04,930,Terminated,FAILED PH SPECIFICATIONS,Uncategorized,nan,nan,nan,Letter
Class II,2016-10-12,2017-12-18,441,Terminated,FAILED TABLET,Uncategorized,Hikma Pharmaceuticals USA ., PRESCRIPTION DRUG,ORAL,Letter
Class III,2019-02-20,2021-01-26,720,Terminated,DISCOLORATION,Uncategorized,"[""Dr. Reddys Laboratories ""]", PRESCRIPTION DRUG,ORAL,Letter
Class III,2023-02-01,,,Ongoing,SHORT FILL,Uncategorized,nan,nan,nan,Letter
Class II,2013-07-24,2013-08-21,315,Terminated,FAILED DISSOLUTION TEST REQUIREMENTS,Uncategorized,nan,nan,nan,Letter
Class II,2013-11-27,2014-02-11,314,Terminated,RESUSPENSION PROBLEMS,Uncategorized,Hikma Pharmaceuticals USA ., PRESCRIPTION DRUG,ORAL,Letter
Class II,2015-03-11,2016-01-27,348,Terminated,FAILED TABLET SPECIFICATIONS,Uncategorized,nan,nan,nan,Letter
Class I,2016-10-26,2017-01-23,186,Terminated,DEFECTIVE CONTAINER,Uncategorized,nan,nan,nan,E-Mail
Class III,2019-03-13,2020-12-10,647,Terminated,DOES NOT MEET MONOGRAPH,Uncategorized,nan,nan,nan,Letter
Class II,2019-11-27,2020-05-28,198,Terminated,LACK OF PROCESSING CONTROLS,Uncategorized,nan,nan,nan,Telephone
Class II,2022-01-12,2023-04-06,531,Terminated,FAILED TABLET,Uncategorized,Sun Pharmaceutical Industries, PRESCRIPTION DRUG,ORAL,Letter
Class II,2022-07-13,,,Ongoing,SHORTFILL,Uncategorized,Macleods Pharmaceuticals Limited, PRESCRIPTION DRUG,ORAL,Letter
Class II,2013-03-06,2014-01-14,406,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,nan,nan,nan,Letter
Class II,2013-04-03,2015-05-04,790,Terminated,FAILED TABLET,Uncategorized,Zydus Pharmaceuticals USA ., PRESCRIPTION DRUG,ORAL,Letter
Class II,2013-12-04,2014-11-03,390,Terminated,FAILED TABLET,Uncategorized,Actavis Pharma, PRESCRIPTION DRUG,ORAL,Letter
Class II,2015-10-21,2017-04-10,563,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,Actavis Pharma, PRESCRIPTION DRUG,ORAL,Letter
Class II,2017-06-28,2019-09-25,846,Terminated,FAILED TABLET,Uncategorized,nan,nan,nan,Letter
Class II,2017-09-06,2019-01-14,517,Terminated,CRYSTALLIZATION,Uncategorized,nan,nan,nan,Letter
Class II,2018-02-07,2019-09-09,641,Terminated,DEFECTIVE CONTAINER,Uncategorized,nan,nan,nan,Letter
Class III,2019-12-18,,,Ongoing,DEFECTIVE DELIVERY SYSTEM,Uncategorized,Glenmark Pharmaceuticals ., PRESCRIPTION DRUG,TOPICAL,Letter
Class II,2020-02-19,2022-09-29,969,Terminated,DEFECTIVE CONTAINER,Uncategorized,nan,nan,nan,Letter
Class II,2021-01-27,2022-08-03,573,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,nan,nan,nan,Letter
Class II,2022-02-02,2023-03-09,444,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,BluePoint Laboratories, PRESCRIPTION DRUG,ORAL,Letter
Class I,2022-02-23,,,Ongoing,NON,Uncategorized,nan,nan,nan,Letter
Class II,2022-08-31,2023-08-17,386,Terminated,FAILED DISSOLUTION SPECIFICATIONS.,Uncategorized,Amneal Pharmaceuticals , PRESCRIPTION DRUG,ORAL,Letter
Class II,2023-04-26,,,Ongoing,OUT OF SPECIFICATION,Uncategorized,Ascend Laboratories, PRESCRIPTION DRUG,ORAL,Letter
Class II,2013-02-06,2013-12-05,323,Terminated,FAILED TABLET,Uncategorized,Mylan Pharmaceuticals ., PRESCRIPTION DRUG,ORAL,Letter
Class III,2013-07-24,2013-12-24,189,Terminated,DISCOLORATION,Uncategorized,Teva Pharmaceuticals USA, PRESCRIPTION DRUG,ORAL,Letter
Class II,2014-05-28,2015-03-09,320,Terminated,DEFECTIVE DELIVERY SYSTEM,Uncategorized,nan,nan,nan,Letter
Class II,2014-10-29,2017-03-29,915,Terminated,FAILED DISSOLUTION SPECIFICATION,Uncategorized,nan,nan,nan,Letter
Class III,2015-10-07,2017-02-14,599,Terminated,DEFECTIVE CONTAINER,Uncategorized,VistaPharm, PRESCRIPTION DRUG,ORAL,E-Mail
Class III,2015-08-12,2016-12-30,556,Terminated,TABLETS,Uncategorized,Actavis Pharma, PRESCRIPTION DRUG,ORAL,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class III,2016-09-21,2017-07-17,347,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,nan,nan,nan,Letter
Class II,2019-09-18,2020-03-04,183,Terminated,LACK OF PROCESSING CONTROLS,Uncategorized,nan,nan,nan,Telephone
Class II,2020-04-29,,,Completed,DEFECTIVE DELIVERY SYSTEM,Uncategorized,Noven Therapeutics, PRESCRIPTION DRUG,TRANSDERMAL,Letter
Class II,2020-10-07,2022-01-11,505,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,Strides Pharma Science Limited, PRESCRIPTION DRUG,ORAL,Letter
Class II,2014-01-08,2014-08-27,274,Terminated,FAILED TABLET,Uncategorized,nan,nan,nan,Letter
Class II,2014-10-29,2018-06-04,1397,Terminated,DOES NOT MEET MONOGRAPH,Uncategorized,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2014-10-29,2015-04-24,199,Terminated,INCORRECT,Uncategorized,nan,nan,nan,Letter
Class II,2015-04-08,2015-07-23,198,Terminated,FAILED TABLET,Uncategorized,American Health Packaging, PRESCRIPTION DRUG,ORAL,Letter
Class II,2016-08-03,2017-02-16,220,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,Actavis Pharma, PRESCRIPTION DRUG,ORAL,Letter
Class I,2018-06-20,2022-05-19,1456,Terminated,CONTRACEPTIVE TABLETS OUT OF SEQUENCE.,Uncategorized,Allergan, PRESCRIPTION DRUG,nan,Letter
Class II,2019-01-23,2020-08-31,621,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,nan,nan,nan,Letter
Class II,2019-07-31,2020-01-24,190,Terminated,FAILED DISSOLUTION SPECIFICATIONS.,Uncategorized,UCB, PRESCRIPTION DRUG,ORAL,Telephone
Class III,2020-05-06,2022-05-13,749,Terminated,DISCOLORATION,Uncategorized,"[""Dr. Reddys Laboratories ""]", PRESCRIPTION DRUG,ORAL,Letter
Class III,2023-11-01,,,Ongoing,FAILED TABLET,Uncategorized,Hikma Pharmaceuticals USA ., PRESCRIPTION DRUG,ORAL,Letter
Class III,2013-10-09,2014-05-09,235,Terminated,FAILED DISSOLUTION SPECIFICATION,Uncategorized,nan,nan,nan,Letter
Class II,2014-04-09,2014-11-12,253,Terminated,FAILED TABLET,Uncategorized,nan,nan,nan,Letter
Class II,2014-05-21,2016-04-11,748,Terminated,FIRST AID ONLY,Uncategorized,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2014-12-31,2017-09-22,1004,Terminated,FAILED TABLET,Uncategorized,Zydus Pharmaceuticals USA ., PRESCRIPTION DRUG,ORAL,Letter
Class III,2015-04-29,2018-03-30,1236,Terminated,DEFECTIVE CONTAINER,Uncategorized,RB Health (US) , OTC DRUG,ORAL,Letter
Class II,2015-07-15,2017-03-03,644,Terminated,FAILED CONTENT UNIFORMITY SPECIFICATIONS,Uncategorized,nan,nan,nan,Letter
Class III,2015-08-26,2016-03-22,249,Terminated,FAILED DISSOLUTION SPECIFICATION,Uncategorized,Sun Pharmaceutical Industries, PRESCRIPTION DRUG,ORAL,Letter
Class II,2016-04-20,2017-04-11,371,Terminated,INCORRECT,Uncategorized,Fresenius Kabi USA, PRESCRIPTION DRUG,INTRAVENOUS,Letter
Class III,2018-12-12,2022-02-01,1159,Terminated,DISCOLORATION,Uncategorized,Aurobindo Pharma Limited, PRESCRIPTION DRUG,ORAL,Letter
Class III,2019-12-25,,,Ongoing,DEFECTIVE DELIVERY SYSTEM,Uncategorized,nan,nan,nan,Letter
Class III,2021-04-14,2021-05-13,56,Terminated,AN ERROR OCCURRED WHERE THE PRODUCT WAS MANUFACTURED WITH POTASSIUM CHLORIDE INSTEAD OF POTASSIUM PHOSPHATE.,Uncategorized,nan,nan,nan,Letter
Class I,2021-08-18,,,Completed,NON,Uncategorized,nan,nan,nan,Telephone
Class II,2013-11-13,2014-07-17,334,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,Amneal Pharmaceuticals , PRESCRIPTION DRUG,ORAL,Letter
Class III,2014-12-31,2016-12-15,751,Terminated,DISCOLORATION,Uncategorized,nan,nan,nan,Letter
Class III,2015-08-12,2017-02-28,609,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,nan,nan,nan,Letter
Class III,2017-03-15,2018-02-05,353,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,nan,nan,nan,Letter
Class III,2018-02-07,2020-09-21,1005,Terminated,FAILED CONTENT UNIFORMITY SPECIFICATIONS,Uncategorized,Taro Pharmaceuticals U.S.A., PRESCRIPTION DRUG,TOPICAL,Letter
Class II,2018-10-31,2019-04-03,166,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,nan,nan,nan,Letter
Class III,2023-06-07,2023-07-25,64,Terminated,PRODUCT MIX UP,Uncategorized,nan,nan,nan,E-Mail
Class II,2013-05-08,2016-12-28,1427,Terminated,DEFECTIVE DELIVERY SYSTEM,Uncategorized,Noven Therapeutics, PRESCRIPTION DRUG,TRANSDERMAL,Letter
Class III,2016-10-12,2017-02-27,173,Terminated,DEFECTIVE DELIVERY SYSTEM,Uncategorized,Biocompatibles, PRESCRIPTION DRUG,nan,Letter
Class II,2019-11-06,2020-04-10,175,Terminated,FAILED DISSOLUTION SPECIFICATION,Uncategorized,Mylan Pharmaceuticals ., PRESCRIPTION DRUG,ORAL,Letter
Class II,2020-02-19,2022-08-04,974,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,American Health Packaging, PRESCRIPTION DRUG,ORAL,Letter
Class III,2022-08-24,2023-09-29,423,Terminated,DEFECTIVE DELIVERY SYSTEM,Uncategorized,Heron Therapeutics, PRESCRIPTION DRUG,INFILTRATION,Letter
Class III,2023-04-12,,,Ongoing,SUB,Uncategorized,nan,nan,nan,E-Mail
Class III,2013-08-14,2014-05-09,282,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,nan,nan,nan,Letter
Class II,2016-06-01,2021-03-09,1776,Terminated,DEFECTIVE DELIVERY SYSTEM,Uncategorized,nan,nan,nan,E-Mail
Class II,2020-03-18,2021-10-28,605,Terminated,PRODUCT MIX,Uncategorized,Mayne Pharma Commercial , PRESCRIPTION DRUG,ORAL,Letter
Class III,2021-03-17,2022-03-21,384,Terminated,FAILED PH SPECIFICATIONS,Uncategorized,Ferring Pharmaceuticals ., PRESCRIPTION DRUG,nan,Letter
Class II,2023-11-15,,,Ongoing,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,Zydus Pharmaceuticals USA ., PRESCRIPTION DRUG,ORAL,Letter
Class I,2013-07-24,2018-01-08,1757,Terminated,CRYSTALLIZATION,Uncategorized,nan,nan,nan,Letter
Class III,2014-07-16,2015-02-19,518,Terminated,DISCOLORATION,Uncategorized,Ferring Pharmaceuticals ., PRESCRIPTION DRUG,VAGINAL,Letter
Class II,2013-12-18,2016-09-28,1079,Terminated,DEFECTIVE CONTAINER,Uncategorized,VistaPharm, PRESCRIPTION DRUG,ORAL,Letter
Class II,2014-10-01,2015-04-30,245,Terminated,FAILED CONTENT UNIFORMITY SPECIFICATIONS,Uncategorized,nan,nan,nan,Letter
Class I,2015-05-13,2017-01-17,908,Terminated,NON,Uncategorized,nan,nan,nan,Letter
Class II,2016-08-24,2017-02-02,183,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,nan,nan,nan,Letter
Class III,2016-12-14,2018-02-06,462,Terminated,FAILED CONTENT UNIFORMITY,Uncategorized,nan,nan,nan,Letter
Class I,2017-05-10,,,Ongoing,DEFECTIVE DELIVERY SYSTEM,Uncategorized,Mylan Specialty L.P., PRESCRIPTION DRUG,INTRAMUSCULAR,Press Release
Class II,2017-08-09,2020-01-07,972,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,Zydus Pharmaceuticals (USA) ., PRESCRIPTION DRUG,ORAL,Letter
Class II,2018-01-17,2018-12-04,694,Terminated,DEFECTIVE CONTAINER,Uncategorized,"[""Dr. Reddys Laboratories .""]", PRESCRIPTION DRUG,INTRAVENOUS,Letter
Class III,2019-03-20,2020-11-06,624,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,Lannett Company, PRESCRIPTION DRUG,ORAL,Letter
Class II,2019-06-05,2020-10-22,518,Terminated,COMPLAINT RECEIVED OF METAL PIECE IDENTIFIED IN THE PRODUCT BOTTLE PRIOR TO THE RECONSTITUTION.,Uncategorized,Lupin Pharmaceuticals, PRESCRIPTION DRUG,ORAL,Letter
Class II,2019-10-02,2020-10-08,398,Terminated,TEMPERATURE ABUSE,Uncategorized,GlaxoSmithKline , PRESCRIPTION DRUG,SUBCUTANEOUS,Letter
Class II,2020-12-23,2022-12-20,747,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,Zydus Pharmaceuticals USA ., PRESCRIPTION DRUG,ORAL,Letter
Class III,2021-02-24,2022-02-10,377,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,nan,nan,nan,Letter
Class II,2021-09-22,2023-06-06,706,Terminated,LACK OF PROCESSING CONTROLS,Uncategorized,nan,nan,nan,Telephone
Class II,2022-01-19,2023-09-28,640,Terminated,DEFECTIVE DELIVERY SYSTEM,Uncategorized,Padagis Israel Pharmaceuticals Ltd, PRESCRIPTION DRUG,ORAL,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2014-05-28,2016-01-05,603,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,Allergan, PRESCRIPTION DRUG,ORAL,Letter
Class II,2015-05-13,2017-12-14,1008,Terminated,FAILED TABLET,Uncategorized,nan,nan,nan,Letter
Class III,2016-04-27,2016-10-20,210,Terminated,FAILED CONTENT UNIFORMITY SPECIFICATIONS,Uncategorized,AbbVie ., PRESCRIPTION DRUG,ORAL,Letter
Class II,2018-03-21,2021-02-18,1101,Terminated,TEMPERATURE ABUSE,Uncategorized,Camber Pharmaceuticals, PRESCRIPTION DRUG,ORAL,Letter
Class III,2018-08-22,2019-11-15,463,Terminated,DEFECTIVE CONTAINER,Uncategorized,Nalpropion Pharmaceuticals , PRESCRIPTION DRUG,ORAL,Letter
Class III,2021-09-08,,,Ongoing,FAILED VISCOSITY SPECIFICATIONS,Uncategorized,nan,nan,nan,Letter
Class III,2022-07-27,,,Ongoing,FAILED TABLET,Uncategorized,Glenmark Pharmaceuticals ., PRESCRIPTION DRUG,ORAL,Letter
Class II,2012-06-20,2013-05-23,688,Terminated,MISCALIBRATED AND,Uncategorized,Noven Therapeutics, PRESCRIPTION DRUG,TRANSDERMAL,Letter
Class I,2015-02-25,2015-11-23,501,Terminated,NON,Uncategorized,nan,nan,nan,Press Release
Class II,2015-01-28,2017-10-04,1008,Terminated,NON,Uncategorized,Bausch Health US, PRESCRIPTION DRUG,RESPIRATORY (INHALATION),Press Release
Class I,2017-11-01,2018-10-30,427,Terminated,INCORRECT PRODUCT FORMULATION,Uncategorized,nan,nan,nan,Letter
Class II,2019-11-06,2021-06-07,594,Terminated,DEFECTIVE DELIVERY SYSTEM,Uncategorized,Glenmark Pharmaceuticals ., PRESCRIPTION DRUG,VAGINAL,Letter
Class II,2020-07-29,,,Ongoing,INCORRECT,Uncategorized,nan,nan,nan,Letter
Class I,2021-10-13,2022-05-12,261,Terminated,PRODUCT MIX,Uncategorized,nan,nan,nan,Letter
Class II,2013-06-26,2014-07-23,421,Terminated,FAILED DISSOLUTION SPECIFICATION,Uncategorized,Cephalon, PRESCRIPTION DRUG,"ORAL', 'TRANSMUCOSAL",Letter
Class III,2018-06-13,2020-01-08,593,Terminated,INCORRECT,Uncategorized,nan,nan,nan,Letter
Class III,2018-11-14,2019-11-15,406,Terminated,CONTAINER PACKAGING DEFECT.,Uncategorized,Nalpropion Pharmaceuticals , PRESCRIPTION DRUG,ORAL,Letter
Class I,2019-10-02,2021-03-23,558,Terminated,DEFECTIVE DELIVERY SYSTEM,Uncategorized,nan,nan,nan,Letter
Class II,2020-12-09,2023-04-11,868,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,Ascend Laboratories, PRESCRIPTION DRUG,ORAL,E-Mail
Class III,2022-08-10,,,Ongoing,DEFECTIVE CONTAINER,Uncategorized,Glenmark Pharmaceuticals ., PRESCRIPTION DRUG,TOPICAL,Letter
Class I,2023-02-01,,,Ongoing,DISCOLORATION,Uncategorized,nan,nan,nan,Letter
Class III,2013-04-17,2014-01-15,309,Terminated,FAILED TABLET,Uncategorized,Teva Pharmaceuticals USA, PRESCRIPTION DRUG,nan,Letter
Class II,2013-05-01,2014-01-13,269,Terminated,FAILED TABLET,Uncategorized,nan,nan,nan,Letter
